CodPessoa,theta,enem_score,acertos,total_itens
8739477,-0.836,416,16,45
8739577,-0.836,416,16,45
8739765,-1.223,378,13,45
8740017,-0.737,426,17,45
8740058,-1.667,333,11,45
8740218,-0.562,444,19,45
8740284,-2.091,291,10,45
8740571,-1.411,359,12,45
8740975,-4.0,100,8,45
8741215,-1.411,359,12,45
8741219,-0.266,473,23,45
8741241,0.646,565,36,45
8741271,0.483,548,34,45
8741275,0.483,548,34,45
8741367,-0.947,405,15,45
8741369,0.646,565,36,45
8741434,0.646,565,36,45
8741447,0.483,548,34,45
8741451,0.646,565,36,45
8741697,-0.065,493,26,45
8741869,-0.836,416,16,45
8741875,0.646,565,36,45
8741919,-1.223,378,13,45
8742530,-1.667,333,11,45
8743028,-0.562,444,19,45
8743197,-1.411,359,12,45
8743204,-0.483,452,20,45
8743219,-0.562,444,19,45
8743560,-4.0,100,2,45
8743640,-0.336,466,22,45
8743742,-1.411,359,12,45
8743945,-1.223,378,13,45
8744098,-2.091,291,10,45
8744132,-1.667,333,11,45
8744266,-1.073,393,14,45
8744323,-1.073,393,14,45
8744457,0.408,541,33,45
8744599,-1.223,378,13,45
8744696,-1.667,333,11,45
8744719,-0.836,416,16,45
8744888,-4.0,100,9,45
8744901,-1.073,393,14,45
8744997,-0.947,405,15,45
8745062,0.065,507,28,45
8745107,-1.411,359,12,45
8745110,0.131,513,29,45
8745137,-1.411,359,12,45
8745168,0.737,574,37,45
8745210,-2.091,291,10,45
8745429,0.198,520,30,45
8745447,-0.646,435,18,45
8745478,-1.411,359,12,45
8745930,-1.073,393,14,45
8745931,-1.411,359,12,45
8745935,-1.667,333,11,45
8745968,-4.0,100,9,45
8745970,-1.411,359,12,45
8745989,0.266,527,31,45
8746027,-1.411,359,12,45
8746046,-1.411,359,12,45
8746095,-2.091,291,10,45
8746118,-0.131,487,25,45
8746183,-1.223,378,13,45
8746211,0.266,527,31,45
8746273,-1.223,378,13,45
8746291,-1.223,378,13,45
8746311,-0.646,435,18,45
8746345,-0.737,426,17,45
8746386,-0.408,459,21,45
8746426,0.198,520,30,45
8746481,-4.0,100,8,45
8746645,-1.223,378,13,45
8746648,-1.073,393,14,45
8746657,-0.646,435,18,45
8746674,0.266,527,31,45
8746678,-0.737,426,17,45
8746681,-1.223,378,13,45
8746793,-0.737,426,17,45
8747059,0.336,534,32,45
8747113,0.0,500,27,45
8747215,-1.073,393,14,45
8747283,-1.223,378,13,45
8747294,-0.836,416,16,45
8747308,-1.411,359,12,45
8747315,-1.223,378,13,45
8747325,-1.223,378,13,45
8747347,-4.0,100,8,45
8747422,0.408,541,33,45
8747471,-4.0,100,9,45
8747487,-4.0,100,0,45
8747502,-1.073,393,14,45
8747665,-0.737,426,17,45
8747837,-1.411,359,12,45
8747850,-2.091,291,10,45
8747969,-1.667,333,11,45
8748056,0.646,565,36,45
8748434,-0.408,459,21,45
8748436,-0.836,416,16,45
8748497,-1.411,359,12,45
8748688,-0.198,480,24,45
8750130,-0.483,452,20,45
8750406,-1.223,378,13,45
8751131,-1.073,393,14,45
8751135,-0.836,416,16,45
8751143,0.336,534,32,45
8751419,0.065,507,28,45
8751497,-2.091,291,10,45
8752309,-1.411,359,12,45
8752327,-4.0,100,8,45
8752330,-0.947,405,15,45
8752333,-1.223,378,13,45
8752336,-0.408,459,21,45
8752337,-1.411,359,12,45
8752352,-0.947,405,15,45
8752360,0.562,556,35,45
8752362,-4.0,100,9,45
8752382,-0.336,466,22,45
8752384,-4.0,100,9,45
8752385,-4.0,100,9,45
8752393,0.562,556,35,45
8752399,-0.266,473,23,45
8752400,-0.646,435,18,45
8752403,-4.0,100,9,45
8752408,-1.073,393,14,45
8752409,-0.947,405,15,45
8752430,-1.073,393,14,45
8752436,-1.073,393,14,45
8752437,-0.836,416,16,45
8753221,-1.073,393,14,45
8753415,0.266,527,31,45
8753609,-1.223,378,13,45
8754268,-1.073,393,14,45
8754414,-0.947,405,15,45
8754434,0.198,520,30,45
8754475,-1.411,359,12,45
8754736,-1.073,393,14,45
8754933,-1.411,359,12,45
8754941,-1.411,359,12,45
8755708,-1.667,333,11,45
8755748,0.0,500,27,45
8755780,-0.947,405,15,45
8755879,0.408,541,33,45
8755880,0.408,541,33,45
8756190,-0.336,466,22,45
8756604,0.065,507,28,45
8756753,-0.483,452,20,45
8756817,0.737,574,37,45
8756889,-0.737,426,17,45
8757016,-0.737,426,17,45
8757245,-1.223,378,13,45
8757257,-0.947,405,15,45
8757384,-4.0,100,2,45
8757411,-2.091,291,10,45
8757417,0.562,556,35,45
8757448,-1.223,378,13,45
8757597,-1.223,378,13,45
8757779,-0.198,480,24,45
8757787,-0.836,416,16,45
8757852,-0.266,473,23,45
8757902,-4.0,100,0,45
8758381,-2.091,291,10,45
8758384,-4.0,100,7,45
8758421,-0.947,405,15,45
8758426,-0.836,416,16,45
8758548,-0.408,459,21,45
8758608,0.408,541,33,45
8758610,-1.667,333,11,45
8758618,-0.336,466,22,45
8758639,-1.411,359,12,45
8758917,-1.223,378,13,45
8759162,-1.223,378,13,45
8759176,-0.562,444,19,45
8759188,-0.947,405,15,45
8759324,0.266,527,31,45
8759765,-0.198,480,24,45
8760386,-0.562,444,19,45
8760412,-0.737,426,17,45
8760558,-0.947,405,15,45
8760686,-1.223,378,13,45
8760696,0.131,513,29,45
8760701,-1.073,393,14,45
8760702,-0.198,480,24,45
8760725,-1.073,393,14,45
8760748,0.065,507,28,45
8760780,-0.836,416,16,45
8760788,-0.065,493,26,45
8760805,-4.0,100,9,45
8760829,-1.411,359,12,45
8760844,-2.091,291,10,45
8760854,-1.223,378,13,45
8760876,-0.836,416,16,45
8760886,-0.737,426,17,45
8760914,-1.411,359,12,45
8760928,-0.836,416,16,45
8760938,-0.737,426,17,45
8760952,-0.947,405,15,45
8760968,-1.411,359,12,45
8760976,-1.667,333,11,45
8761222,-1.411,359,12,45
8761273,-0.336,466,22,45
8761291,-0.336,466,22,45
8761296,0.562,556,35,45
8761340,-0.646,435,18,45
8761626,-1.411,359,12,45
8761720,-1.411,359,12,45
8761762,-0.836,416,16,45
8761927,-1.667,333,11,45
8761950,-0.408,459,21,45
8762033,-1.073,393,14,45
8762191,-0.836,416,16,45
8762376,-0.737,426,17,45
8762463,-1.411,359,12,45
8762464,-0.646,435,18,45
8762671,0.198,520,30,45
8762778,-0.408,459,21,45
8762844,-0.408,459,21,45
8762939,-1.073,393,14,45
8762948,-0.836,416,16,45
8762962,-1.223,378,13,45
8763073,-1.223,378,13,45
8763199,-4.0,100,0,45
8763434,-1.223,378,13,45
8763591,-0.947,405,15,45
8763645,-0.646,435,18,45
8763702,0.198,520,30,45
8763746,-4.0,100,0,45
8764034,-0.065,493,26,45
8764063,-1.411,359,12,45
8765949,-0.065,493,26,45
8770484,0.0,500,27,45
8872864,-0.562,444,19,45
8938952,-1.073,393,14,45
8938954,-1.073,393,14,45
8938955,-1.073,393,14,45
8938956,-1.073,393,14,45
8939008,-1.411,359,12,45
8939193,-0.483,452,20,45
8939437,-0.336,466,22,45
8939602,-0.408,459,21,45
8939629,-1.411,359,12,45
8939722,-1.411,359,12,45
8939736,0.336,534,32,45
8939774,-0.336,466,22,45
8939847,-0.947,405,15,45
8940028,-0.947,405,15,45
8942779,0.562,556,35,45
8943233,-1.411,359,12,45
8943235,-0.836,416,16,45
8943236,-1.223,378,13,45
8943467,-1.223,378,13,45
8945369,0.646,565,36,45
8946613,-0.836,416,16,45
8947092,-4.0,100,9,45
8947164,-1.223,378,13,45
8947381,-0.947,405,15,45
8947384,-0.947,405,15,45
8947386,-1.223,378,13,45
8947391,-4.0,100,4,45
8947396,-2.091,291,10,45
8947404,-4.0,100,4,45
8947407,-1.223,378,13,45
8947416,-1.223,378,13,45
8947417,-4.0,100,8,45
8947419,-0.562,444,19,45
8947431,-0.646,435,18,45
8947767,-4.0,100,9,45
8947771,-1.073,393,14,45
8947775,-1.667,333,11,45
8947780,-0.836,416,16,45
8947782,0.198,520,30,45
8947785,-0.737,426,17,45
8947790,-1.411,359,12,45
8947802,-0.408,459,21,45
8947806,-1.223,378,13,45
8947939,0.0,500,27,45
8947943,-0.737,426,17,45
8947954,-1.667,333,11,45
8948400,-0.737,426,17,45
8948430,-0.836,416,16,45
8948433,-0.131,487,25,45
8948439,-0.947,405,15,45
8948442,-0.562,444,19,45
8948443,-1.223,378,13,45
8948450,-1.667,333,11,45
8948451,-1.223,378,13,45
8948453,-2.091,291,10,45
8948456,-1.223,378,13,45
8948457,-0.947,405,15,45
8948459,-1.073,393,14,45
8948470,-0.836,416,16,45
8948471,-1.223,378,13,45
8948472,-0.408,459,21,45
8948473,-0.646,435,18,45
8948474,-0.562,444,19,45
8948475,-0.836,416,16,45
8948477,-1.223,378,13,45
8948478,-1.073,393,14,45
8948488,-0.947,405,15,45
8948490,-1.667,333,11,45
8948491,-1.073,393,14,45
8948497,-0.737,426,17,45
8948499,-0.737,426,17,45
8948500,-1.073,393,14,45
8948503,-0.947,405,15,45
8948504,-1.411,359,12,45
8948506,-0.562,444,19,45
8948509,-0.336,466,22,45
8948510,-0.737,426,17,45
8948512,-1.073,393,14,45
8948516,-1.073,393,14,45
8948517,-0.065,493,26,45
8948518,0.0,500,27,45
8948521,-0.737,426,17,45
8948522,-1.073,393,14,45
8948524,-1.223,378,13,45
8948530,-0.836,416,16,45
8948532,-0.646,435,18,45
8948534,-0.483,452,20,45
8949677,-1.223,378,13,45
8949681,-2.091,291,10,45
8949684,-1.223,378,13,45
8949687,-1.667,333,11,45
8949688,-0.836,416,16,45
8949689,-4.0,100,9,45
8949692,-1.073,393,14,45
8949694,-2.091,291,10,45
8949695,-0.737,426,17,45
8949697,0.131,513,29,45
8949699,-0.947,405,15,45
8949700,-1.073,393,14,45
8949701,-0.737,426,17,45
8949702,-0.836,416,16,45
8949705,-1.073,393,14,45
8949706,-0.836,416,16,45
8949707,-1.073,393,14,45
8949754,-4.0,100,9,45
8949756,-0.336,466,22,45
8950512,0.336,534,32,45
8950516,-0.131,487,25,45
8950521,-0.646,435,18,45
8950522,0.562,556,35,45
8950526,-0.065,493,26,45
8950527,-0.646,435,18,45
8950530,-0.562,444,19,45
8950532,-0.836,416,16,45
8950533,-0.562,444,19,45
8951676,-4.0,100,7,45
8952350,-1.073,393,14,45
8952352,-0.947,405,15,45
8952363,-1.411,359,12,45
8952369,-1.223,378,13,45
8952370,0.0,500,27,45
8952371,-0.483,452,20,45
8952376,-0.408,459,21,45
8952384,-0.131,487,25,45
8952385,-0.737,426,17,45
8952388,-1.411,359,12,45
8952698,-0.562,444,19,45
8952725,-1.073,393,14,45
8952730,-0.483,452,20,45
8952769,-0.737,426,17,45
8952771,-0.266,473,23,45
8952784,-0.408,459,21,45
8952786,-0.336,466,22,45
8952818,-0.198,480,24,45
8952824,-0.336,466,22,45
8952883,-0.198,480,24,45
8952900,-0.646,435,18,45
8952921,-0.266,473,23,45
8952926,-0.737,426,17,45
8952962,-0.947,405,15,45
8954196,-0.562,444,19,45
8954310,-1.073,393,14,45
8954468,-0.947,405,15,45
8954709,-0.836,416,16,45
8954725,-0.336,466,22,45
8955066,-2.091,291,10,45
8955067,-0.408,459,21,45
8955068,-4.0,100,8,45
8955069,-0.737,426,17,45
8955070,-0.646,435,18,45
8955080,-1.411,359,12,45
8955092,-0.947,405,15,45
8955099,-0.947,405,15,45
8955105,-1.073,393,14,45
8955107,-0.483,452,20,45
8955122,-1.073,393,14,45
8955123,-0.646,435,18,45
8955125,-4.0,100,7,45
8955127,-4.0,100,9,45
8955129,-0.947,405,15,45
8955130,-4.0,100,7,45
8955133,-1.411,359,12,45
8955408,0.198,520,30,45
8955465,-2.091,291,10,45
8955570,0.266,527,31,45
8955683,0.562,556,35,45
8955895,-1.667,333,11,45
8955973,-0.947,405,15,45
8955982,-1.667,333,11,45
8956061,0.737,574,37,45
8956195,0.065,507,28,45
8956198,0.408,541,33,45
8956202,-0.131,487,25,45
8956421,-1.073,393,14,45
8956445,-1.073,393,14,45
8956641,-0.836,416,16,45
8956656,0.483,548,34,45
8956734,0.408,541,33,45
8956736,0.646,565,36,45
8956747,-0.562,444,19,45
8956767,-0.131,487,25,45
8956775,-1.223,378,13,45
8956781,-4.0,100,9,45
8956783,0.646,565,36,45
8956785,-0.198,480,24,45
8956786,-1.411,359,12,45
8956797,-4.0,100,0,45
8956946,-1.223,378,13,45
8957203,-0.947,405,15,45
8957324,-1.411,359,12,45
8957377,0.836,584,38,45
8957488,-0.065,493,26,45
8957495,-1.073,393,14,45
8957554,-0.198,480,24,45
8957618,-2.091,291,10,45
8957698,-0.483,452,20,45
8957699,-0.737,426,17,45
8957710,0.0,500,27,45
8957718,0.562,556,35,45
8957816,-0.737,426,17,45
8957869,0.266,527,31,45
8958004,-0.646,435,18,45
8958039,-0.947,405,15,45
8958122,0.408,541,33,45
8958125,-1.411,359,12,45
8958433,0.646,565,36,45
8958551,-2.091,291,10,45
8958565,-0.408,459,21,45
8958719,-1.073,393,14,45
8958725,-0.266,473,23,45
8958745,0.408,541,33,45
8958754,-4.0,100,6,45
8958789,-1.411,359,12,45
8958915,-1.667,333,11,45
8958963,-0.836,416,16,45
8958993,0.266,527,31,45
8958995,-1.411,359,12,45
8959020,-1.411,359,12,45
8959027,-1.411,359,12,45
8959322,0.408,541,33,45
8959329,0.646,565,36,45
8959416,0.131,513,29,45
8959535,-1.223,378,13,45
8959563,-1.223,378,13,45
8959637,-1.073,393,14,45
8959644,-0.408,459,21,45
8959707,-0.646,435,18,45
8959807,-1.667,333,11,45
8959813,-1.411,359,12,45
8959839,-0.836,416,16,45
8959847,-1.411,359,12,45
8959890,-1.667,333,11,45
8959931,-0.836,416,16,45
8959936,-0.562,444,19,45
8959956,-1.223,378,13,45
8960000,-0.131,487,25,45
8960010,-0.483,452,20,45
8960290,-0.737,426,17,45
8960302,-0.131,487,25,45
8960445,-1.073,393,14,45
8960449,-0.408,459,21,45
8960653,-0.562,444,19,45
8960808,-1.223,378,13,45
8960852,-1.411,359,12,45
8960869,-2.091,291,10,45
8960887,-1.073,393,14,45
8960998,-2.091,291,10,45
8961118,-0.947,405,15,45
8961174,-0.408,459,21,45
8961267,-0.562,444,19,45
8961385,-0.065,493,26,45
8961420,-0.408,459,21,45
8961610,0.198,520,30,45
8961643,-2.091,291,10,45
8961782,-2.091,291,10,45
8961914,-0.947,405,15,45
8961915,-0.947,405,15,45
8961919,-1.667,333,11,45
8962009,0.065,507,28,45
8962046,-0.483,452,20,45
8962054,-1.411,359,12,45
8962066,-4.0,100,8,45
8962120,-4.0,100,0,45
8962235,-1.223,378,13,45
8962330,-0.336,466,22,45
8962337,-0.065,493,26,45
8962340,-0.947,405,15,45
8962347,-0.336,466,22,45
8962349,-1.073,393,14,45
8962406,0.0,500,27,45
8962444,-1.667,333,11,45
8962460,-0.266,473,23,45
8962542,-1.667,333,11,45
9004546,-0.336,466,22,45
9012429,-0.408,459,21,45
9021783,-0.483,452,20,45
9023119,0.947,595,39,45
9025128,0.483,548,34,45
9026436,-1.667,333,11,45
9031477,0.198,520,30,45
9032132,-0.562,444,19,45
9046870,-0.562,444,19,45
9046872,-0.408,459,21,45
9046876,-0.947,405,15,45
9046945,-0.646,435,18,45
9046970,0.131,513,29,45
9046973,-0.646,435,18,45
9046975,0.408,541,33,45
9046976,-0.483,452,20,45
9046977,-1.073,393,14,45
9046978,0.483,548,34,45
9046979,0.0,500,27,45
9046980,0.065,507,28,45
9047000,-0.266,473,23,45
9047001,0.646,565,36,45
9047017,-0.483,452,20,45
9047052,-1.411,359,12,45
9047074,-0.266,473,23,45
9047075,-1.411,359,12,45
9047089,-0.336,466,22,45
9047168,-1.073,393,14,45
9047177,-1.073,393,14,45
9047193,-0.836,416,16,45
9047195,-0.947,405,15,45
9047231,-0.737,426,17,45
9047234,-1.411,359,12,45
9047236,-2.091,291,10,45
9047261,-2.091,291,10,45
9047268,-0.947,405,15,45
9047275,0.131,513,29,45
9047276,-1.223,378,13,45
9047324,-0.947,405,15,45
9047419,-0.947,405,15,45
9047436,-0.131,487,25,45
9047444,0.266,527,31,45
9047452,-1.073,393,14,45
9047920,0.947,595,39,45
9048127,0.737,574,37,45
9048129,-0.336,466,22,45
9048137,-0.836,416,16,45
9048138,0.408,541,33,45
9048140,0.947,595,39,45
9048141,0.947,595,39,45
9048142,0.198,520,30,45
9048968,0.131,513,29,45
9049244,-4.0,100,9,45
9049933,-1.223,378,13,45
9050055,-0.266,473,23,45
9050056,0.408,541,33,45
9050058,0.646,565,36,45
9050059,-0.131,487,25,45
9050062,0.737,574,37,45
9050065,0.562,556,35,45
9050066,0.562,556,35,45
9050067,0.483,548,34,45
9050068,0.836,584,38,45
9050071,-1.073,393,14,45
9050072,0.646,565,36,45
9050074,0.408,541,33,45
9050075,0.562,556,35,45
9050080,0.408,541,33,45
9050081,0.065,507,28,45
9050083,0.336,534,32,45
9050084,-0.646,435,18,45
9050086,-4.0,100,9,45
9050088,-0.562,444,19,45
9050093,0.483,548,34,45
9050096,-0.836,416,16,45
9050758,-1.073,393,14,45
9050767,-0.947,405,15,45
9050857,-2.091,291,10,45
9050858,-0.836,416,16,45
9050860,-0.947,405,15,45
9050863,0.483,548,34,45
9050864,-0.737,426,17,45
9050866,-0.266,473,23,45
9050868,-0.198,480,24,45
9050871,-0.562,444,19,45
9050872,0.0,500,27,45
9050874,-0.408,459,21,45
9050875,-1.073,393,14,45
9051006,0.408,541,33,45
9051023,-0.562,444,19,45
9051026,-1.667,333,11,45
9051102,-1.073,393,14,45
9051274,-1.223,378,13,45
9051287,-0.947,405,15,45
9051288,-1.073,393,14,45
9051289,-0.408,459,21,45
9051290,-0.562,444,19,45
9051291,-0.483,452,20,45
9051299,-1.223,378,13,45
9051321,-2.091,291,10,45
9051322,-1.667,333,11,45
9051323,-1.073,393,14,45
9051335,-1.667,333,11,45
9051338,-1.223,378,13,45
9051339,-0.562,444,19,45
9051340,-1.411,359,12,45
9051342,-2.091,291,10,45
9051373,-0.947,405,15,45
9051471,-0.836,416,16,45
9051475,-1.411,359,12,45
9051476,-0.836,416,16,45
9051478,-0.065,493,26,45
9051479,-1.073,393,14,45
9051480,-0.737,426,17,45
9051481,-1.411,359,12,45
9051482,-0.737,426,17,45
9051484,-0.408,459,21,45
9051492,-0.646,435,18,45
9051495,-0.336,466,22,45
9051498,-1.223,378,13,45
9051506,-0.836,416,16,45
9051507,-0.836,416,16,45
9051508,-0.266,473,23,45
9051518,-0.737,426,17,45
9051550,-0.836,416,16,45
9051588,-2.091,291,10,45
9051601,-0.947,405,15,45
9051732,0.646,565,36,45
9051733,-0.266,473,23,45
9051734,-0.408,459,21,45
9051742,0.737,574,37,45
9051833,-0.336,466,22,45
9051873,-1.073,393,14,45
9051912,-1.667,333,11,45
9051951,-0.483,452,20,45
9051964,-0.562,444,19,45
9051969,-4.0,100,5,45
9051971,-0.947,405,15,45
9051972,-2.091,291,10,45
9051983,-1.667,333,11,45
9051987,-0.336,466,22,45
9051989,-0.131,487,25,45
9051991,-1.223,378,13,45
9051993,-0.646,435,18,45
9051994,-0.646,435,18,45
9051995,-0.646,435,18,45
9051996,-0.646,435,18,45
9052005,-1.667,333,11,45
9052006,-0.483,452,20,45
9052011,-4.0,100,9,45
9052012,-4.0,100,7,45
9052013,-0.737,426,17,45
9052014,-0.737,426,17,45
9052016,-0.483,452,20,45
9052024,-4.0,100,9,45
9052026,-0.646,435,18,45
9052030,-1.411,359,12,45
9052032,-0.646,435,18,45
9052033,0.065,507,28,45
9052035,-0.836,416,16,45
9052036,0.408,541,33,45
9052042,-0.562,444,19,45
9052046,-0.336,466,22,45
9052047,-1.411,359,12,45
9052107,-0.065,493,26,45
9052108,-0.646,435,18,45
9052110,-0.266,473,23,45
9052111,-0.737,426,17,45
9052112,-0.737,426,17,45
9052120,-0.737,426,17,45
9052121,-0.947,405,15,45
9052123,-0.562,444,19,45
9052124,-0.836,416,16,45
9052125,-1.411,359,12,45
9052127,-0.266,473,23,45
9052131,-0.131,487,25,45
9052132,0.131,513,29,45
9052134,-0.408,459,21,45
9052135,0.065,507,28,45
9052142,0.646,565,36,45
9052144,-0.336,466,22,45
9052149,0.266,527,31,45
9052150,0.646,565,36,45
9052153,-0.836,416,16,45
9052157,-0.131,487,25,45
9052161,-0.562,444,19,45
9052162,-0.646,435,18,45
9052163,-0.483,452,20,45
9052164,-0.131,487,25,45
9052168,-0.836,416,16,45
9052176,-0.198,480,24,45
9052191,-0.483,452,20,45
9052193,0.483,548,34,45
9052194,0.336,534,32,45
9052198,-0.646,435,18,45
9052199,0.408,541,33,45
9052201,-0.947,405,15,45
9052203,-0.408,459,21,45
9052204,-1.411,359,12,45
9052205,-0.737,426,17,45
9052208,-0.266,473,23,45
9052211,-1.223,378,13,45
9052212,-1.223,378,13,45
9052218,-4.0,100,2,45
9052219,-0.562,444,19,45
9052220,-0.737,426,17,45
9052241,-0.562,444,19,45
9052242,-1.073,393,14,45
9052243,-1.073,393,14,45
9052245,-0.947,405,15,45
9052246,-1.667,333,11,45
9052247,-0.646,435,18,45
9052248,-0.198,480,24,45
9052249,-1.223,378,13,45
9052447,-0.483,452,20,45
9052513,-0.947,405,15,45
9052519,-0.266,473,23,45
9052523,-1.411,359,12,45
9052527,-0.646,435,18,45
9052610,-0.266,473,23,45
9052734,-0.562,444,19,45
9052805,-0.131,487,25,45
9052883,-1.223,378,13,45
9052923,-0.198,480,24,45
9052933,0.408,541,33,45
9053181,-0.646,435,18,45
9053399,-0.646,435,18,45
9053454,-0.836,416,16,45
9053735,-0.408,459,21,45
9053925,-0.408,459,21,45
9108199,-0.408,459,21,45
9108531,-0.947,405,15,45
9110301,-1.411,359,12,45
9150269,-0.336,466,22,45
9163092,-4.0,100,9,45
9163252,-1.223,378,13,45
9163254,-0.408,459,21,45
9163647,-1.411,359,12,45
9163649,-4.0,100,3,45
9163651,-0.836,416,16,45
9163812,-1.223,378,13,45
9163862,-1.411,359,12,45
9163864,-4.0,100,0,45
9163865,-0.336,466,22,45
9163868,-0.065,493,26,45
9163870,-0.646,435,18,45
9163871,-1.223,378,13,45
9163874,-2.091,291,10,45
9163876,-0.836,416,16,45
9163877,-1.223,378,13,45
9163880,0.408,541,33,45
9163882,-0.562,444,19,45
9163883,-1.073,393,14,45
9163888,-1.411,359,12,45
9163889,-1.223,378,13,45
9163890,-2.091,291,10,45
9163891,-1.411,359,12,45
9163892,-0.198,480,24,45
9163893,-0.266,473,23,45
9163896,-0.737,426,17,45
9163897,-1.223,378,13,45
9163902,-0.947,405,15,45
9163903,0.836,584,38,45
9163904,-0.947,405,15,45
9163905,0.408,541,33,45
9163907,0.266,527,31,45
9163908,-0.836,416,16,45
9163909,-0.336,466,22,45
9163912,-1.411,359,12,45
9163913,0.0,500,27,45
9163915,-0.646,435,18,45
9163917,-0.336,466,22,45
9163921,-0.131,487,25,45
9163923,-0.266,473,23,45
9163926,-1.223,378,13,45
9163927,-4.0,100,1,45
9163929,-0.836,416,16,45
9163932,0.646,565,36,45
9163935,-0.562,444,19,45
9163936,-1.073,393,14,45
9163939,0.131,513,29,45
9163941,-1.073,393,14,45
9163944,-0.483,452,20,45
9163950,0.065,507,28,45
9163953,0.646,565,36,45
9163961,-0.483,452,20,45
9163963,-2.091,291,10,45
9164722,-0.836,416,16,45
9164887,-4.0,100,0,45
9164893,0.336,534,32,45
9164894,-1.667,333,11,45
9164896,-4.0,100,0,45
9164898,-1.073,393,14,45
9164900,0.483,548,34,45
9164904,-1.411,359,12,45
9164906,-1.073,393,14,45
9164908,0.408,541,33,45
9188677,-2.091,291,10,45
9191370,-1.223,378,13,45
9215313,-1.223,378,13,45
9223413,0.065,507,28,45
9223594,-1.411,359,12,45
9223595,-1.073,393,14,45
9223720,-0.836,416,16,45
9223721,-1.667,333,11,45
9223999,-4.0,100,9,45
9224191,0.266,527,31,45
9225716,0.336,534,32,45
9225950,-0.131,487,25,45
9225961,0.562,556,35,45
9226137,0.646,565,36,45
9226139,0.646,565,36,45
9226280,-0.737,426,17,45
9226286,-1.073,393,14,45
9226387,-0.266,473,23,45
9226388,-0.836,416,16,45
9226391,-1.223,378,13,45
9226904,-1.073,393,14,45
9226911,-1.411,359,12,45
9226934,-0.947,405,15,45
9227021,-0.836,416,16,45
9429409,-0.198,480,24,45
9442875,-2.091,291,10,45
9443099,-4.0,100,9,45
9443226,-0.408,459,21,45
9443237,-0.408,459,21,45
9443250,0.198,520,30,45
9443275,-0.947,405,15,45
9443304,0.947,595,39,45
9475311,-0.836,416,16,45
9504445,-4.0,100,0,45
9544792,-0.947,405,15,45
9545494,-4.0,100,9,45
9545578,0.836,584,38,45
9546023,0.737,574,37,45
9546792,-1.411,359,12,45
9546811,-0.947,405,15,45
9546814,-4.0,100,0,45
9546828,-2.091,291,10,45
9546859,-1.223,378,13,45
9546865,0.483,548,34,45
9546866,0.336,534,32,45
9546870,-0.836,416,16,45
9546873,-0.737,426,17,45
9546885,-1.411,359,12,45
9547060,-0.947,405,15,45
9547066,-0.947,405,15,45
9547226,-0.737,426,17,45
9547233,-0.131,487,25,45
9547375,-1.667,333,11,45
9547385,-1.411,359,12,45
9547652,-1.411,359,12,45
9547662,-1.667,333,11,45
9547930,-0.836,416,16,45
9547973,0.483,548,34,45
9548004,-1.411,359,12,45
9548082,-0.947,405,15,45
9548202,-0.198,480,24,45
9579032,-1.411,359,12,45
9579355,-0.947,405,15,45
9598822,0.483,548,34,45
9608044,0.0,500,27,45
9614501,-1.667,333,11,45
9614784,-0.947,405,15,45
9614942,-4.0,100,6,45
9614991,-0.336,466,22,45
9616094,1.223,622,41,45
9616095,1.411,641,42,45
9616098,1.411,641,42,45
9616099,1.223,622,41,45
9616100,-0.198,480,24,45
9616101,0.131,513,29,45
9616102,1.411,641,42,45
9616105,0.266,527,31,45
9616107,1.411,641,42,45
9616117,1.411,641,42,45
9616119,1.667,667,43,45
9616278,1.411,641,42,45
9646101,-2.091,291,10,45
9659941,-2.091,291,10,45
9665001,1.411,641,42,45
9671714,-1.411,359,12,45
9686741,-2.091,291,10,45
9687715,1.073,607,40,45
9747270,-4.0,100,9,45
